Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7009,September,1974,1974,°c,0.543,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7009,September,1975,1975,°c,0.303,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7009,September,1976,1976,°c,-0.131,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7009,September,1977,1977,°c,-0.447,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7009,September,1978,1978,°c,-0.116,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7009,September,1979,1979,°c,0.173,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7009,September,1980,1980,°c,0.248,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7009,September,1981,1981,°c,-0.073,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7009,September,1982,1982,°c,-0.475,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7009,September,1983,1983,°c,0.281,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7009,September,1984,1984,°c,0.053,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7009,September,1985,1985,°c,-0.133,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7009,September,1986,1986,°c,-0.243,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7009,September,1987,1987,°c,-0.441,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7009,September,1988,1988,°c,0.368,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7009,September,1989,1989,°c,0.756,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7009,September,1990,1990,°c,0.476,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7009,September,1991,1991,°c,-0.531,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7009,September,1992,1992,°c,0.014,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7009,September,1993,1993,°c,-1.035,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7009,September,1994,1994,°c,-0.841,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7009,September,1995,1995,°c,0.556,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7009,September,1996,1996,°c,0.256,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7009,September,1997,1997,°c,0.04,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7009,September,1998,1998,°c,0.299,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7009,September,1999,1999,°c,-0.05,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7009,September,2000,2000,°c,0.802,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7009,September,2001,2001,°c,0.523,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7009,September,2002,2002,°c,0.356,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7009,September,2003,2003,°c,0.496,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7009,September,2004,2004,°c,0.126,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7009,September,2005,2005,°c,0.737,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7009,September,2006,2006,°c,0.63,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7009,September,2007,2007,°c,1.045,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7009,September,2008,2008,°c,0.388,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7009,September,2009,2009,°c,0.043,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7009,September,2010,2010,°c,1.066,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7009,September,2011,2011,°c,0.724,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7009,September,2012,2012,°c,0.676,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7009,September,2013,2013,°c,0.344,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7009,September,2014,2014,°c,0.8,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7009,September,2015,2015,°c,0.562,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7009,September,2016,2016,°c,0.555,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7009,September,2017,2017,°c,0.95,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7009,September,2018,2018,°c,1.256,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7009,September,2019,2019,°c,1.047,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7009,September,2020,2020,°c,0.663,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7009,September,2021,2021,°c,1.273,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7009,September,2022,2022,°c,0.326,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7009,September,2023,2023,°c,1.276,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,1961,1961,°c,-0.651,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,1962,1962,°c,0.599,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,1963,1963,°c,-0.651,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,1964,1964,°c,0.26,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,1965,1965,°c,-0.638,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,1966,1966,°c,-0.064,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,1967,1967,°c,-0.289,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,1968,1968,°c,-0.601,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,1969,1969,°c,-0.261,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,1970,1970,°c,-0.088,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,1971,1971,°c,-0.26,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,1972,1972,°c,-0.214,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,1973,1973,°c,-0.214,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,1974,1974,°c,0.495,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,1975,1975,°c,0.22,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,1976,1976,°c,0.646,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,1977,1977,°c,-0.369,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,1978,1978,°c,0.041,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,1979,1979,°c,0.466,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,1980,1980,°c,0.311,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,1981,1981,°c,-0.407,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,1982,1982,°c,0.042,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,1983,1983,°c,-0.114,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,1984,1984,°c,-0.486,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,1985,1985,°c,0.126,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,1986,1986,°c,-0.127,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,1987,1987,°c,-0.071,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,1988,1988,°c,0.22,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,1989,1989,°c,0.443,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,1990,1990,°c,0.393,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,1991,1991,°c,-0.224,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,1992,1992,°c,-0.089,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,1993,1993,°c,-1.023,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,1994,1994,°c,-0.433,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,1995,1995,°c,0.313,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,1996,1996,°c,-0.157,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,1997,1997,°c,0.526,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,1998,1998,°c,0.16,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,1999,1999,°c,0.076,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,2000,2000,°c,0.425,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,2001,2001,°c,0.586,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,2002,2002,°c,0.313,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,2003,2003,°c,0.099,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,2004,2004,°c,0.535,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,2005,2005,°c,0.84,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,2006,2006,°c,0.134,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,2007,2007,°c,0.748,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,2008,2008,°c,0.531,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,2009,2009,°c,0.378,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,2010,2010,°c,0.831,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,2011,2011,°c,0.81,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,2012,2012,°c,0.903,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,2013,2013,°c,0.253,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,2014,2014,°c,0.815,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,2015,2015,°c,0.377,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,2016,2016,°c,1.417,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,2017,2017,°c,0.869,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,2018,2018,°c,0.753,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,2019,2019,°c,1.298,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,2020,2020,°c,0.651,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,2021,2021,°c,1.035,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,2022,2022,°c,0.203,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7010,October,2023,2023,°c,0.853,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,1961,1961,°c,-0.326,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,1962,1962,°c,0.074,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,1963,1963,°c,0.124,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,1964,1964,°c,-0.066,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,1965,1965,°c,-0.266,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,1966,1966,°c,-0.166,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,1967,1967,°c,-0.041,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,1968,1968,°c,-0.176,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,1969,1969,°c,-0.626,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,1970,1970,°c,0.034,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,1971,1971,°c,0.309,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,1972,1972,°c,-0.106,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,1973,1973,°c,-0.382,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,1974,1974,°c,0.333,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,1975,1975,°c,-0.136,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,1976,1976,°c,0.763,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,1977,1977,°c,0.153,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,1978,1978,°c,-0.272,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,1979,1979,°c,0.144,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,1980,1980,°c,0.074,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,1981,1981,°c,0.28,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,1982,1982,°c,-0.374,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,1983,1983,°c,0.324,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,1984,1984,°c,-0.195,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,1985,1985,°c,0.293,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,1986,1986,°c,0.455,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,1987,1987,°c,0.762,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,1988,1988,°c,-0.077,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,1989,1989,°c,0.518,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,1990,1990,°c,0.154,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,1991,1991,°c,0.394,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,1992,1992,°c,-0.121,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,1993,1993,°c,0.549,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,1994,1994,°c,0.144,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,1995,1995,°c,0.664,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,1996,1996,°c,0.663,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,1997,1997,°c,0.582,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,1998,1998,°c,1.092,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,1999,1999,°c,-0.156,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,2000,2000,°c,0.546,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,2001,2001,°c,0.98,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,2002,2002,°c,1.074,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,2003,2003,°c,0.76,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,2004,2004,°c,0.406,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,2005,2005,°c,0.944,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,2006,2006,°c,0.887,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,2007,2007,°c,0.765,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,2008,2008,°c,0.636,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,2009,2009,°c,0.005,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,2010,2010,°c,0.567,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,2011,2011,°c,0.008,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,2012,2012,°c,1.079,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,2013,2013,°c,0.867,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,2014,2014,°c,0.697,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,2015,2015,°c,0.661,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,2016,2016,°c,1.29,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,2017,2017,°c,0.923,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,2018,2018,°c,0.824,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,2019,2019,°c,0.924,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,2020,2020,°c,0.938,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,2021,2021,°c,1.05,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,2022,2022,°c,0.893,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7011,November,2023,2023,°c,1.744,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,1961,1961,°c,-0.577,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,1962,1962,°c,0.233,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,1963,1963,°c,0.083,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,1964,1964,°c,-0.717,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,1965,1965,°c,0.108,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,1966,1966,°c,-0.347,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,1967,1967,°c,-0.017,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,1968,1968,°c,0.033,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,1969,1969,°c,-0.167,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,1970,1970,°c,-0.268,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,1971,1971,°c,-0.472,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,1972,1972,°c,0.633,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,1973,1973,°c,0.347,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,1974,1974,°c,0.027,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,1975,1975,°c,-0.298,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,1976,1976,°c,-0.318,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,1977,1977,°c,0.608,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,1978,1978,°c,0.052,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,1979,1979,°c,0.002,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,1980,1980,°c,0.352,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,1981,1981,°c,0.231,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,1982,1982,°c,-0.248,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,1983,1983,°c,0.007,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,1984,1984,°c,0.063,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,1985,1985,°c,0.482,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,1986,1986,°c,0.571,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,1987,1987,°c,0.415,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,1988,1988,°c,0.137,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,1989,1989,°c,0.267,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,1990,1990,°c,-0.358,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,1991,1991,°c,-0.143,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,1992,1992,°c,0.162,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,1993,1993,°c,0.357,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,1994,1994,°c,0.168,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,1995,1995,°c,0.512,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,1996,1996,°c,-0.391,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,1997,1997,°c,0.532,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,1998,1998,°c,0.728,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,1999,1999,°c,-0.154,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,2000,2000,°c,0.626,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,2001,2001,°c,0.754,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,2002,2002,°c,0.502,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,2003,2003,°c,0.095,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,2004,2004,°c,0.917,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,2005,2005,°c,1.082,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,2006,2006,°c,0.316,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,2007,2007,°c,-0.043,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,2008,2008,°c,0.43,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,2009,2009,°c,-0.251,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,2010,2010,°c,0.299,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,2011,2011,°c,0.477,E,Estimated value
